Drug_name	approved
Cefsulodin	Not approved
Ceftaroline Fosamil	AIFA/EMA/FDA
Ceftazidime	AIFA/FDA
Ceftazidime, Avibactam	EMA
Ceftazidime Batsi	Not approved
Ceftezole	Not approved
Ceftibuten	AIFA/FDA
Ceftizoxime	FDA
Ceftobiprole	FDA
Ceftobiprole Medocaril	AIFA
Ceftolozane	FDA
Ceftolozane, Tazobactam	EMA
Ceftriaxone	AIFA/FDA
Cefuroxime	AIFA/FDA
Celecoxib	AIFA/FDA
Celgosivir	Not approved
Celiprolol	AIFA/FDA
Celivarone	Not approved
Cellobiose	Not approved
Cellotetraose	Not approved
Cemdisiran	Not approved
Cemiplimab	AIFA/EMA/FDA
Cenderitide	Not approved
Cenegermin	AIFA/EMA/FDA
Cenerimod	Not approved
Cenersen	Not approved
Cenicriviroc	Not approved
Cenisertib	Not approved
Cenobamate	FDA
Censavudine	Not approved
Centanafadine	Not approved
Centella Asiatica	FDA
Centella Asiatica Leaf	Not approved
Centhaquine	Not approved
Cep-1347	Not approved
Cep-37440	Not approved
Cep-9722	Not approved
Cepeginterferon Alfa-2b	Not approved
Cephalexin	AIFA/FDA
Cephaloglycin	FDA
Cephalosporin Analog	Not approved
Cephalosporin C	Not approved
Cephalothin Group	Not approved
Ceralasertib	Not approved
Ceralifimod	Not approved
Ceramide Ap	Not approved
Ceramide Ng	Not approved
Ceramide Np	Not approved
Cerc-301	Not approved
Cerdulatinib	Not approved
Cere-110	Not approved
Cergutuzumab Amunaleukin	Not approved
Ceritinib	AIFA/EMA/FDA
Cerium Oxalate	Not approved
Cerivastatin	FDA
Cerlapirdine	Not approved
Cerliponase Alfa	AIFA/EMA/FDA
Certolizumab Pegol	AIFA/EMA/FDA
Certoparin	FDA
Cerulenin	Not approved
Ceruletide	FDA
Cesium	Not approved
Cetalkonium	FDA
Cethromycin	Not approved
Cetiedil	Not approved
Cetilistat	Not approved
Cetirizine	AIFA/FDA
Cetrelimab	Not approved
Cetrimonium	FDA
Cetrorelix	EMA
Cetuximab	AIFA/EMA/FDA
Cetyl Palmitate	Not approved
Cetyltrimethylammonium Naproxenate	Not approved
Cevimeline	FDA
Cevipabulin	Not approved
Cf-102	Not approved
Cg0070	Not approved
Cg-200745	Not approved
Cg-400549	Not approved
Cg7870	Not approved
Cgc-11047	Not approved
Cgi-1842	Not approved
Cgp 4832	Not approved
Cgs-27023	Not approved
Ch-5132799	Not approved
Chamaecyparis Obtusa Leaf	Not approved
Chamaecyparis Obtusa Wood Oil	Not approved
Chamaemelum Nobile Flower	Not approved
Chamazulene	Not approved
Chamomile	FDA
Channel Catfish	FDA
Chenodeoxycholic Acid	AIFA/EMA/FDA
Chf 4227	Not approved
Chf-6001	Not approved
Chgn111	Not approved
Chiauranib	Not approved
Chicory Leaf	Not approved
Chiniofon	Not approved
Chir-124	Not approved
Chitosan Low Molecular Weight (20-200 Mpa.s)	Not approved
Chloral Betaine	Not approved
Chloral Hydrate	FDA
Chlorambucil	AIFA/FDA
Chloramphenicol	AIFA/FDA
Chloramphenicol Palmitate	FDA
Chloramphenicol Succinate	FDA
Chlorbenzoxamine	Not approved
Chlorcyclizine	FDA
Chlordiazepoxide	FDA
Chlorfenson	Not approved
Chlorhexadol	Not approved
Chlorhexidine	AIFA/FDA
Chloric Acid	FDA
Chloride Ion	Not approved
Chlorine Dioxide	Not approved
Chlormadinone	Not approved
Chlormadinone Acetate	Not approved
Chlormerodrin	FDA
Chlormethine	EMA
Chlormezanone	FDA
Chlormidazole	Not approved
Chlorogenic Acid	Not approved
Chlorophyll A	Not approved
Chlorophyll B	Not approved
Chloroprednisone	Not approved
Chloroprocaine	FDA
Chloropyramine	Not approved
Chloroquine	AIFA/FDA
Chlorothiazide	FDA
Chlorotoxin	Not approved
Chlorotoxin I-131	Not approved
Chlorotrianisene	Not approved
Chloroxine	FDA
Chlorphenesin	FDA
Chlorphenesin Carbamate	FDA
Chlorpheniramine	FDA
Chlorphenoxamine	Not approved
Chlorphentermine	Not approved
Chlorproethazine	Not approved
Chlorproguanil	Not approved
Chlorpromazine	AIFA/FDA
Chlorpropamide	FDA
Chlorprothixene	FDA
Chlorquinaldol	FDA
Chlorsulfaquinoxaline	Not approved
Chlortetracycline	FDA
Chlorthalidone	AIFA/FDA
Chlorzoxazone	FDA
Cho Cells Recombinant Vaccine	Not approved
Cholecalciferol	AIFA/FDA
Cholecystokinin	FDA
Cholera Vaccine (Inactivated, Oral)	EMA
Cholera Vaccine (Recombinant, Live, Oral)	EMA
Cholesterol	FDA
Cholesterol Sulfate	Not approved
Cholesteryl Chloride	Not approved
Cholesteryl Linoleate	Not approved
Cholestyramine	AIFA/FDA
Cholic Acid	AIFA/EMA/FDA
Choline	FDA
Choline Alfoscerate	Not approved
Choline C 11	FDA
Choline Magnesium Trisalicylate	FDA
Choline Salicylate	FDA
Chondroitin Sulfate	FDA
Chondrus Crispus	Not approved
Choriogonadotropin Alfa	AIFA/EMA/FDA
Chorionic Gonadotropin (Human)	AIFA/FDA
Chromanol	Not approved
Chromate Ion Cr-51	Not approved
Chromic Cation	Not approved
Chromic Chloride	FDA
Chromic Citrate	Not approved
Chromic Nitrate	FDA
Chromium Gluconate	FDA
Chromium Nicotinate	FDA
Chromophore (Asp-Tyr-Gly)	Not approved
Chromophore (Glu-Tyr-Gly)	Not approved
Chromophore (Gly-Tyr-Gly)	Not approved
Chromophore (His-Tyr-Gly)	Not approved
Chromophore (Lys-Tyr-Gly)	Not approved
Chromophore (Met-Tyr-Gly)	Not approved
Chromous Sulfate	FDA
Chrysin	Not approved
Chs-828	Not approved
Chymopapain	FDA
Chymostatin	Not approved
Chymotrypsin	FDA
Ci-1040	Not approved
Cianidanol	FDA
Cibacron Blue	Not approved
Cibenzoline	Not approved
Cibinetide	Not approved
Ciclesonide	AIFA/FDA
Cicletanine	Not approved
Ciclobendazole	Not approved
Ciclonicate	Not approved
Ciclonium Bromide	Not approved
Ciclopirox	FDA
Ciclosporin	EMA
Cidofovir	AIFA/FDA
Cidoxepin	Not approved
Ciforadenant	Not approved
Cigb 2020 Vaccine	Not approved
Cigb-258 Peptide	Not approved
Ciglitazone	Not approved
Cilansetron	Not approved
Cilastatin	AIFA/FDA
Cilazapril	AIFA/FDA
Cilazaprilat	Not approved
Cilengitide	Not approved
Cilgavimab	Not approved
Ciliary Neurotrophic Factor	Not approved
Cilnidipine	Not approved
Cilofexor	Not approved
Cilomilast	Not approved
Cilostazol	FDA
Ciluprevir	Not approved
Cimetidine	FDA
Cimetropium	Not approved
Cimicoxib	Not approved
Cimlanod	Not approved
Cinacalcet	AIFA/EMA/FDA
Cinaciguat	Not approved
Cinalukast	Not approved
Cinazepam	Not approved
Cinchocaine	FDA
Cinchophen	Not approved
Cinepazet	Not approved
Cinepazide	Not approved
Cinitapride	Not approved
Cinnamaldehyde	FDA
Cinnamon Oil	FDA
Cinnamyl Alcohol	FDA
Cinnarizine	FDA
Cinolazepam	Not approved
Cinoxacin	AIFA/FDA
Cinoxate	FDA
Cinpanemab	Not approved
Cintredekin Besudotox	Not approved
Cipargamin	Not approved
Ciprofibrate	FDA
Ciprofloxacin	AIFA/FDA
Ciraparantag	Not approved
Cirazoline	Not approved
Cis-(1r,2s)-2-Amino-1,2,3,4-Tetrahydronaphthalen-1-Ol	Not approved
Cis-[4,5-Bis-(4-Bromophenyl)-2-(2-Ethoxy-4-Methoxyphenyl)-4,5-Dihydroimidazol-1-Yl]-[4-(2-Hydroxyethyl)Piperazin-1-Yl]Methanone	Not approved
Cis-[4,5-Bis-(4-Chlorophenyl)-2-(2-Isopropoxy-4-Methoxyphenyl)-4,5-Dihyd Roimidazol-1-Yl]-Piperazin-1-Yl-Methanone	Not approved
Cis-4-Methyl-N-[(1s)-3-(Methylsulfanyl)-1-(Pyridin-4-Ylcarbamoyl)Propyl]Cyclohexanecarboxamide	Not approved
Cisapride	FDA
Cisatracurium	FDA
Cis-Diamminechlorocholylglycinateplatinum(Ii)	Not approved
Cisplatin	AIFA/FDA
Cis-Tetracosenoyl Sulfatide	Not approved
Cis-Vaccenic Acid	Not approved
Citalopram	AIFA/FDA
Citarinostat	Not approved
Citicoline	FDA
Citiolone	Not approved
Citraconic Acid	Not approved
Citric Acid	FDA
Citrulline	Not approved
Citrus Bioflavonoids	FDA
Citrus Junos Fruit	Not approved
Cixutumumab	Not approved
Ck0802	Not approved
Cladribine	AIFA/EMA/FDA
Clarithromycin	AIFA/FDA
Clascoterone	FDA
Clavulanic Acid	FDA
Clazakizumab	Not approved
Clazosentan	Not approved
Clebopride	Not approved
Clefamide	Not approved
Clemastine	FDA
Clemizole	Not approved
Clenbuterol	FDA
Clenoliximab	Not approved
Clevidipine	FDA
Clevudine	AIFA
Clidinium	FDA
Climbazole	Not approved
Clinafloxacin	Not approved
Clindamycin	AIFA/FDA
Clinofibrate	Not approved
Clioquinol	FDA
Clobazam	FDA
Clobenzorex	Not approved
Clobetasol	AIFA/FDA
Clobetasol Propionate	FDA
Clobetasone	FDA
Clobutinol	Not approved
Clocapramine	Not approved
Clocortolone	FDA
Clocortolone Acetate	Not approved
Clocortolone Caproate	Not approved
Clodantoin	Not approved
Clodronic Acid	AIFA/FDA
Clofarabine	AIFA/EMA/FDA
Clofazimine	FDA
Clofedanol	FDA
Clofenamide	Not approved
Clofenotane	Not approved
Clofibrate	FDA
Clofibride	Not approved
Clofoctol	Not approved
Clomethiazole	Not approved
Clometocillin	Not approved
Clomifene	AIFA/FDA
Clomipramine	AIFA/FDA
Clomocycline	Not approved
Clonazepam	AIFA/FDA
Clonazolam	Not approved
Clonazoline	Not approved
Clonidine	AIFA/FDA
Clonitazene	Not approved
Clonixin	Not approved
Clopamide	Not approved
Clopenthixol	Not approved
Cloperastine	Not approved
Clopidogrel	AIFA/EMA/FDA
Clopidogrel, Acetylsalicylic Acid	EMA
Cloprednol	Not approved
Cloranolol	Not approved
Clorazepic Acid	FDA
Clorexolone	Not approved
Clorgiline	Not approved
Cloricromen	Not approved
Cloridarol	Not approved
Clorindione	Not approved
Clorobiocin	Not approved
Clorotepine	Not approved
Clortermine	Not approved
Clostebol	Not approved
Clostebol Acetate	Not approved
Clostridium Botulinum	Not approved
Clothiapine	AIFA/FDA
Clotiazepam	FDA
Clotrimazole	FDA
Cloxacillin	FDA
Cloxazolam	Not approved
Cloxyquin	Not approved
Clozapine	AIFA/FDA
Clx-0921	Not approved
Cm-4307	Not approved
Cmc 001	Not approved
Cmlvax100	Not approved
Cmp-2-Keto-3-Deoxy-Octulosonic Acid	Not approved
Cmx-2043	Not approved
Cns-5161	Not approved
Cnv-2197944	Not approved
Coagulation Factor Ix Human	FDA
Coagulation Factor Ix (Recombinant)	FDA
Coagulation Factor Viia Recombinant Human	AIFA/FDA
Coagulation Factor Vii Human	FDA
Coagulation Factor X Human	FDA
Coagulation Factor Xia	Not approved
Coa-S-Acetyl 5-Bromotryptamine	Not approved
Coa-S-Acetyl Tryptamine	Not approved
Coa-S-Trimethylene-Acetyl-Tryptamine	Not approved
Cobalamin	Not approved
Cobalt	FDA
Cobalt Chloride	FDA
Cobalt Co-60	Not approved
Cobalt Hexammine Ion	Not approved
Cobaltous Cation	Not approved
Cobaltous Sulfate	Not approved
Cobicistat	AIFA/EMA/FDA
Cobimetinib	AIFA/EMA/FDA
Cobiprostone	Not approved
Cobitolimod	Not approved
Coblopasvir	Not approved
Cobolimab	Not approved
Cobomarsen	Not approved
Cocaine	FDA
Cocarboxylase	FDA
Coconut Oil	Not approved
Coda-001	Not approved
Codeine	AIFA/FDA
Codeine Methylbromide	Not approved
Codeine-N-Oxide	Not approved
Codrituzumab	Not approved
Coelenteramide	Not approved
Coenzyme A	Not approved
Coenzyme A Persulfide	Not approved
Coenzyme F420	Not approved
Coenzyme M	AIFA/FDA
Coffea Arabica Seed, Roasted	FDA
Co(Iii)-(Deuteroporphyrin Ix)	Not approved
Col-118	Not approved
Colchiceine	FDA
Colchicine	AIFA/FDA
Coleneuramide	Not approved
Colesevelam	Not approved
Colestilan Chloride	FDA
Colestipol	FDA
Colforsin	Not approved
Colfosceril Palmitate	FDA
Colistimethate	FDA
Colistimethate Sodium	EMA
Colistin	FDA
Collagenase Clostridium Histolyticum	AIFA/FDA
Coltuximab Ravtansine	Not approved
Combretastatin	Not approved
Combretastatin A4	Not approved
Compound 18	Not approved
Compound 19	Not approved
Compound 4-D	Not approved
Compound 5, 2-(Naphthalen-1-Yl-Oxalyl-Amino)-Benzoicacid	Not approved
Conatumumab	Not approved
Conbercept	Not approved
Concanamycin A	Not approved
Concentrate Of Proteolytic Enzymes Enriched In Bromelain	EMA
Concizumab	Not approved
Condoliase	Not approved
Conestat Alfa	AIFA/EMA/FDA
Conivaptan	FDA
Conjugated Estrogens	FDA
Contulakin-G	Not approved
Copanlisib	AIFA/FDA
Copper	FDA
Copper (64cu) Chloride	EMA
Copper Cu-64	FDA
Copper Oxodotreotide Cu-64	FDA
Copper Usnate	Not approved
Coprelotamab	Not approved
Coprogen	Not approved
Coproporphyrin I	Not approved
Coproporphyrin I Containing Co(Iii)	Not approved
Coproporphyrinogen Iii	Not approved
Coral Snake (Micrurus Fulvius) Immune Globulin Antivenin (Equine)	FDA
Cordycepin	Not approved
Cordycepin Triphosphate	Not approved
Corifollitropin Alfa	AIFA/EMA/FDA
Coronavac	Not approved
Coronavirus-Like Particle Covid-19 Vaccine	Not approved
Corticorelin	Not approved
Corticorelin Acetate	Not approved
Corticorelin Ovine Triflutate	FDA
Corticosterone	Not approved
Corticotropin	FDA
Cortisone	AIFA
Cortisone Acetate	FDA
Cortivazol	Not approved
Corydalis Ambigua Tuber	FDA
Cosibelimab	Not approved
Cositecan	Not approved
Cotadutide	Not approved
Coumarin	Not approved
Coumarin 120	Not approved
Coumermycin A1	Not approved
Covax-19™	Not approved
Covid-19 Convalescent Plasma	Not approved
Covid-19 Coronavirus Artificial Antigen Presenting Cell Vaccine	Not approved
Covid-19 Mrna Vaccine (Nucleoside Modified)	EMA
Covid-19 Mrna Vaccine (Nucleoside-Modified)	EMA
Covid-19 Nucleocapsid-Gm-Csf Protein Lactated Ringer's Injection	Not approved
Covid19 S-Vax Loaded Autologous Dendritic Cell Vaccine	Not approved
Covid-19 Vaccine (Ad26.Cov2-S [Recombinant])	EMA
Covid-19 Vaccine (Chadox1-S [Recombinant])	EMA
Coviglobulin	Not approved
Cp1-1189	Not approved
Cp-122721	Not approved
Cp-166572, 2-Hydroxymethyl-4-(4-N,N-Dimethylaminosulfonyl-1-Piperazino)-Pyrimidine	Not approved
Cp-195543	Not approved
Cp-271485	Not approved
Cp-320626	Not approved
Cp-39,332	Not approved
Cp403700, (S)-1-{2-[(5-Chloro-1h-Indole-2-Carbonyl)-Amino]-3-Phenyl-Propionyl}-Azetidine-3-Carboxylate	Not approved
Cp-526423	Not approved
Cp-547632	Not approved
Cp-601927	Not approved
Cp-609754	Not approved
Cp-724714	Not approved
Cp-744809	Not approved
Cp-866087	Not approved
Cp-94707	Not approved
Cpad	Not approved
Cp-Coeleneterazine	Not approved
Cpd 923	Not approved
C-Peptide	Not approved
Cpg 10101	Not approved
Cpg-52852	Not approved
Cpi-1205	Not approved
Cpi-613	Not approved
Cr002	Not approved
Cr6086	Not approved
Cr665	Not approved
Cra_10433	Not approved
Cra_10655	Not approved
Cra_10656	Not approved
Cra_10762	Not approved
Cra_10972	Not approved
Cra_10991	Not approved
Cra_11092	Not approved
Cra_1144	Not approved
Cra_16847	Not approved
Cra_17312	Not approved
Cra_17693	Not approved
Cra_1801	Not approved
Cra_1802	Not approved
Cra_23653	Not approved
Cra_8696	Not approved
Cra_9076	Not approved
Cra-9334	Not approved
Cra_9678	Not approved
Cra_9785	Not approved
Creatine	FDA
Creatinine	Not approved
Creatinolfosfate	Not approved
Crenezumab	Not approved
Crenolanib	Not approved
Cridanimod	Not approved
Crisaborole	EMA
Crizanlizumab	EMA
Crizotinib	AIFA/EMA/FDA
Crocin	Not approved
Crofelemer	FDA
Crolibulin	Not approved
Cromoglicic Acid	FDA
Cronidipine	Not approved
Crotalus Adamanteus Antivenin	FDA
Crotalus Atrox Antivenin	FDA
Crotalus Scutulatus Antivenin	FDA
Crotamiton	FDA
Crotedumab	Not approved
Crotonaldehyde	Not approved
Crovalimab	Not approved
Crs-3123	Not approved
Crx-119	Not approved
Crx-139	Not approved
Crx-401	Not approved
Cryopreserved Human Liver Cells	Not approved
Cryptenamine	FDA
Cryptotanshinone	Not approved
Cryptoxanthin	Not approved
Csl324	Not approved
Ct-011	Not approved
Ct-2584	Not approved
Cta018	Not approved
Ctce-0214	Not approved
Ctce-9908	Not approved
Cts-1027	Not approved
Cts-21166	Not approved
Ctt-1057	Not approved
Ctx001	Not approved
Cucurbita Pepo Subsp. Ovifera Whole	FDA
Cu-Cyclam	Not approved
Cudc-101	Not approved
Cudc-907	Not approved
Culex Pipiens	FDA
Cumidine	Not approved
Cupric Cation	Not approved
Cupric Chloride	FDA
Cupric Sulfate	FDA
Cuprous Chloride	Not approved
Curcumin	FDA
Curcumin Sulfate	Not approved
Cusatuzumab	Not approved
Custirsen	Not approved
Cutamesine	Not approved
Cvncov	Not approved
Cvncov Vaccine	Not approved
Cvt-6883	Not approved
Cx157	Not approved
Cx-2009	Not approved
Cx501	Not approved
Cx516	Not approved
Cx-717	Not approved
Cxa-10	Not approved
Cxd101	Not approved
Cxl-1020	Not approved
Cyamemazine	Not approved
Cyanamide	Not approved
Cyanocinnoline	Not approved
Cyanocobalamin	AIFA/FDA
Cyanocobalamin Co-57	FDA
Cyc-065	Not approved
Cyc116	Not approved
Cyclacillin	FDA
Cyclandelate	FDA
Cyclic 3',5'-Thymidine Monophosphate	Not approved
Cyclic Adenosine Monophosphate	Not approved
Cyclic Gmp	Not approved
Cyclizine	FDA
Cyclobarbital	Not approved
Cyclobenzaprine	FDA
Cyclobutyrol	Not approved
Cyclofenil	Not approved
Cycloguanil	FDA
Cyclohexanepropanoic Acid	Not approved
[[Cyclohexanesulfonyl-Glycyl]-3[Pyridin-4-Yl-Aminomethyl]Alanyl]Piperidine	Not approved
Cyclohexanol	Not approved
Cyclohexanone	Not approved
Cyclohexyl-{4-[5-(3,4-Dichlorophenyl)-2-Piperidin-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine	Not approved
Cyclohexylammonium Ion	Not approved
Cyclohexylformamide	Not approved
Cyclohexyl-Hexyl-Beta-D-Maltoside	Not approved
Cyclohexylmethyl-2,3-Dihydroxy-5-Methyl-Hexylamide	Not approved
Cyclohexyl-Norstatine	Not approved
Cyclohexyl-Pentyl-Maltoside	Not approved
Cyclo(His-Pro)	Not approved
Cycloleucine	Not approved
Cyclomethicone	Not approved
Cyclopentamine	Not approved
Cyclopenthiazide	FDA
Cyclopentolate	FDA
Cyclophosphamide	AIFA/FDA
Cyclo(Prolylglycyl)	Not approved
Cyclopropane	Not approved
Cyclopropyl-{4-[5-(3,4-Dichlorophenyl)-2-[(1-Methyl)-Piperidin]-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine	Not approved
Cycloserine	FDA
Cyclosporine	AIFA/FDA
Cyclo-Tetrametavanadate	Not approved
Cyclotheonamide A	Not approved
Cyclothiazide	FDA
Cyclouridine	Not approved
Cycrimine	FDA
Cyd Dengue Virus Serotype 1 Live (Attenuated) Antigen	FDA
Cyd Dengue Virus Serotype 2 Live (Attenuated) Antigen	FDA
Cyd Dengue Virus Serotype 3 Live (Attenuated) Antigen	FDA
Cyd Dengue Virus Serotype 4 Live (Attenuated) Antigen	FDA
Cyfluthrin	Not approved
Cymarin	Not approved
Cynk-001	Not approved
Cypermethrin	Not approved
Cyprenorphine	Not approved
Cyproheptadine	FDA
Cyproterone Acetate	AIFA/FDA
Cysteamine	AIFA/FDA
Cysteinamide	Not approved
Cysteine	FDA
Cysteine-Methylene-Carbamoyl-1,10-Phenanthroline	Not approved
Cysteine-S-Acetamide	Not approved
Cystein-S-Yl Cacodylate	Not approved
Cystine	FDA
Cyt006-Angqb	Not approved
Cyt007-Tnfqb	Not approved
Cyt997	Not approved
Cytarabine	AIFA/FDA
Cytidine	Not approved
Cytidine 3'-Monophosphate	Not approved
Cytidine-5'-Diphosphate	Not approved
Cytidine-5'-Diphospho-Beta-D-Xylose	Not approved
Cytidine 5'-Diphosphoglycerol	Not approved
Cytidine-5'-Monophosphate	Not approved
Cytidine-5'-Monophosphate-5-N-Acetylneuraminic Acid	Not approved
Cytidine-5'-Triphosphate	Not approved
Cytidyl-2'-5'-Phospho-Guanosine	Not approved
Cytisine	Not approved
Cytochlor	Not approved
Czen 002	Not approved
D-1-(4-Chlorophenyl)-2-(Acetamido)Ethane Boronic Acid	Not approved
D-1,4-Dithiothreitol	Not approved
D-1-Naphthyl-2-Acetamido-Ethane Boronic Acid	Not approved
D-[3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl]-N,O-Cycloserylamide	Not approved
D-4-Hydroxyphenylglycine	Not approved
Da-6886	Not approved
Dabigatran	Not approved
Dabigatran Etexilate	AIFA/EMA/FDA
Dabrafenib	AIFA/EMA/FDA
Dacarbazine	FDA
Dacetuzumab	Not approved
Daclatasvir	AIFA/FDA
Daclizumab	AIFA
Dacomitinib	AIFA/EMA/FDA
Dactinomycin	AIFA/FDA
Dactolisib	Not approved
Dadle	Not approved
Daglutril	Not approved
Daidzein	Not approved
Daidzin	Not approved
D-Alanine	Not approved
Dalantercept	Not approved
Dalbavancin	AIFA/EMA/FDA
Dalcetrapib	Not approved
Daledalin	Not approved
Dalfampridine	FDA
Dalfopristin	FDA
D-Allopyranose	Not approved
Dalotuzumab	Not approved
D-Alpha-Tocopherol Acetate	FDA
Dalteparin	FDA
Damoctocog Alfa Pegol	EMA
Danaparoid	FDA
Danazol	AIFA/FDA
Danegaptide	Not approved
Danicopan	Not approved
Daniquidone	Not approved
Danirixin	Not approved
Danoprevir	Not approved
Dansylamide	Not approved
Dansyllysine	Not approved
Dantrolene	FDA
Dantron	FDA
Danusertib	Not approved
Danvatirsen	Not approved
Dapaconazole	Not approved
Dapagliflozin	AIFA/EMA/FDA
Dapagliflozin, Metformin	EMA
Dapansutrile	Not approved
Dapiprazole	FDA
Dapirolizumab Pegol	Not approved
Dapivirine	Not approved
Daporinad	Not approved
Dapoxetine	Not approved
Daprodustat	Not approved
Dapsone	FDA
Dapta	Not approved
Daptomycin	AIFA/EMA/FDA
Dar-0100a	Not approved
Darapladib	Not approved
Daratumumab	AIFA/EMA/FDA
Darbepoetin Alfa	AIFA/EMA/FDA
Darexaban	Not approved
D-Arginine	Not approved
Darglitazone	Not approved
Darifenacin	FDA
Darifenacin Hydrobromide	EMA
Darinaparsin	Not approved
Darodipine	Not approved
Darolutamide	EMA
Darunavir	AIFA/EMA/FDA
Darunavir, Cobicistat	EMA
Darunavir, Cobicistat, Emtricitabine, Tenofovir Alafenamide	EMA
Darusentan	Not approved
Darvadstrocel	EMA
Das-181	Not approved
Das-431 Iv	Not approved
Das869	Not approved
Dasabuvir	AIFA/EMA/FDA
Dasatinib	AIFA/EMA/FDA
Dasiglucagon	Not approved
Dasolampanel Etibutil	Not approved
Dasotraline	Not approved
D-Asparagine	Not approved
D-Aspartic Acid	Not approved
Datopotamab Deruxtecan	Not approved
Datp	Not approved
Daunorubicin	AIFA/FDA
Daunorubicin, Cytarabine	EMA
Davalintide	Not approved
Davanat	Not approved
Davunetide	Not approved
Daxalipram	Not approved
Daxdilimab	Not approved
Dazoxiben	Not approved
Dcfbc	Not approved
Dcfbc F-18	Not approved
Dcfpyl F-18	Not approved
D-Chiro-Inositol	Not approved
D-Cysteine	Not approved
Ddp-200	Not approved
Ddp-225	Not approved
Ddp733	Not approved
Deacetoxycephalosporin C	Not approved
Deacetoxyvinzolidine	Not approved
Deacetylbisacodyl	Not approved
Deamido-Nad+	Not approved
Deanol	Not approved
Debio-1143	Not approved
Debio-1347	Not approved
Debrisoquine	FDA
Debromohymenialdisine	Not approved
Decamethonium	FDA
Decamethoxine	Not approved
Decane-1-Thiol	Not approved
Decernotinib	Not approved
Decitabine	AIFA/EMA/FDA
Declopramide	Not approved
Decoglurant	Not approved
Dectrekumab	Not approved
Decyl(Dimethyl)Phosphine Oxide	Not approved
Decyl Formate	Not approved
Decyloxy-Methanol	Not approved
Decylsulfonic Acid	Not approved
Defactinib	Not approved
Defatted Powder Of Arachis Hypogaea L., Semen (Peanuts)	EMA
